Fly ash (Kg/m3),Slag (Kg/m3),Metakaolin (Kg/m3),Sodium Silicate (Kg/m3),Sodium Hydroxide (Kg/m3),Superplasticizer (Kg/m3),Fine Aggregate (Kg/m3),Coarse Aggregate (Kg/m3),Water (Kg/m3),Curing Temperature (C),Curing Days,CS (Mpa)
0,400,0,114.29,60.34,0,663.28,1326.55,0,60,28,59.5
400,0,0,114.29,60.34,0,632.43,1264.86,0,60,28,36.2
200,200,0,114.29,60.34,0,647.85,1295.71,0,60,28,52.6
0,400,0,114.29,60.34,0,663.28,1326.55,0,60,28,64.5
400,0,0,106.67,87.46,0,632.43,1264.86,0,60,28,32.6
200,200,0,106.67,87.46,0,647.85,1295.71,0,60,28,45.2
0,400,0,106.67,87.46,0,663.28,1326.55,0,60,28,52.7
400,0,0,120,65.6,0,632.43,1264.86,0,60,28,36.4
200,200,0,120,65.6,0,647.85,1295.71,0,60,28,53.5
0,400,0,120,65.6,0,663.28,1326.55,0,60,28,70.3
350,0,0,100,65.6,0,663.68,1327.37,0,90,28,31
175,175,0,100,65.6,0,677.18,1354.36,0,90,28,40
0,350,0,100,65.6,0,690.67,1381.35,0,90,28,47
400,0,0,114.29,74.97,0,632.43,1264.86,0,90,28,38
200,200,0,114.29,74.97,0,647.85,1295.71,0,90,28,46
0,400,0,114.29,74.97,0,663.28,1326.55,0,90,28,54
450,0,0,128.57,84.34,0,601.18,1202.36,0,90,28,48
225,225,0,128.57,84.34,0,618.53,1237.06,0,90,28,51
0,450,0,128.57,84.34,0,635.88,1271.76,0,90,28,65
400,0,0,92.86,60.91,0,649.86,1299.73,0,90,28,40.7
200,200,0,92.86,60.91,0,665.29,1330.58,0,90,28,51.1
0,400,0,92.86,60.91,0,680.71,1361.42,0,90,28,62.1
400,0,0,135.71,89.03,0,615,1299.99,0,90,28,33.1
200,200,0,135.71,89.03,0,630.42,1260.84,0,90,28,41.6
0,400,0,135.71,89.03,0,645.84,1291.69,0,90,28,48.6
400,0,0,114.29,60.34,0,632.43,1264.86,0,90,28,35.2
200,200,0,114.29,60.34,0,647.85,1295.71,0,90,28,42.2
0,400,0,114.29,60.34,0,663.28,1326.55,0,90,28,48.6
400,0,0,114.29,60.34,0,632.43,1264.86,0,90,28,37.5
200,200,0,114.29,60.34,0,647.85,1295.71,0,90,28,44.8
0,400,0,114.29,60.34,0,663.28,1326.55,0,90,28,51.8
400,0,0,114.29,60.34,0,632.43,1264.86,0,90,28,40.5
200,200,0,114.29,60.34,0,647.85,1295.71,0,90,28,48.4
0,400,0,114.29,60.34,0,663.28,1326.55,0,90,28,56.2
400,0,0,106.67,87.46,0,632.43,1264.86,0,90,28,36.5
200,200,0,106.67,87.46,0,647.85,1295.71,0,90,28,41.6
0,400,0,106.67,87.46,0,663.28,1326.55,0,90,28,45.9
400,0,0,120,65.6,0,632.43,1264.86,0,90,28,40.7
200,200,0,120,65.6,0,647.85,1295.71,0,90,28,49.2
0,400,0,120,65.6,0,663.28,1326.55,0,90,28,61.2
480,480,0,430,170,48,228,432,0,21,28,71.6
360,600,0,430,170,48,228,432,0,21,28,69.8
600,360,0,430,170,48,228,432,0,21,28,66.7
444,444,0,430,170,48,228,432,0,21,28,61.4
421,0,0,217,104,0,708,939,20,80,28,82.5
421,0,0,217,104,0,708,939,20,80,90,86.5
421,0,0,217,104,0,708,939,20,80,365,87.4
420,0,0,241,92,0,706,936,15,80,28,36.9
420,0,0,241,92,0,706,936,15,80,90,45.6
420,0,0,241,92,0,706,936,15,80,365,47
418,0,0,266,75,0,702,931,12,80,28,29.6
418,0,0,266,75,0,702,931,12,80,90,36.5
418,0,0,266,75,0,702,931,12,80,365,42.8
416,0,0,292,65,0,699,927,8,80,28,24.9
416,0,0,292,65,0,699,927,8,80,90,27.7
416,0,0,292,65,0,699,927,8,80,365,28.7
414,0,0,317,52,0,697,924,3,80,28,23
414,0,0,317,52,0,697,924,3,80,90,25.4
414,0,0,317,52,0,697,924,3,80,365,28.69
412,0,0,342,39,0,693,918,0,80,28,31
412,0,0,342,39,0,693,918,0,80,90,33.41
412,0,0,342,39,0,693,918,0,80,365,35.62
409,0,0,365,26,0,687,911,0,80,28,28.33
409,0,0,365,26,0,687,911,0,80,90,29.12
409,0,0,365,26,0,687,911,0,80,365,30.09
0,415,0,71,46,0,784,1040,136,25,28,39.5
0,415,0,71,46,0,784,1040,136,25,90,40.25
0,415,0,71,46,0,784,1040,136,25,180,40.3
0,415,0,71,46,0,784,1040,136,25,365,40.4
320,80,0,158.37,28.5,0,972.72,704.39,0,26,28,44.6
248.45,248.45,0,117.13,46.87,7.45,705.59,1197.52,0,27,3,68.9
248.45,248.45,0,117.13,46.87,7.45,720.23,1184.22,0,27,3,71.46
400,0,0,114.3,45.7,0,651,1209,0,23,28,25.6
400,0,0,114.3,45.7,0,651,1209,0,23,90,33.4
360,40,0,114.3,45.7,0,651,1209,0,23,28,38.3
360,40,0,114.3,45.7,0,651,1209,0,23,90,45.5
340,60,0,114.3,45.7,0,651,1209,0,23,28,46.6
340,60,0,114.3,45.7,0,651,1209,0,23,90,53.3
400,0,0,100,40,0,655.9,1218.1,0,23,28,32.5
400,0,0,100,40,0,655.9,1218.1,0,23,90,41.1
360,40,0,100,40,0,655.9,1218.1,0,23,28,33.3
360,40,0,100,40,0,655.9,1218.1,0,23,90,43
0,395,0,113,45,3.6,647,1201,87.5,25,7,25.5
0,375.3,19.7,113,45,3.6,647,1201,87.5,25,7,14.8
0,354.5,39.5,113,45,3.6,647,1201,87.5,25,7,17.4
0,335.7,59.3,113,45,3.6,647,1201,87.5,25,7,20.1
0,395,0,113,45,3.6,647,1201,87.5,25,28,39.4
0,375.3,19.7,113,45,3.6,647,1201,87.5,25,28,24.7
0,354.5,39.5,113,45,3.6,647,1201,87.5,25,28,28.9
0,335.7,59.3,113,45,3.6,647,1201,87.5,25,28,30.9
0,395,0,113,45,3.6,647,1201,87.5,25,90,41.5
0,375.3,19.7,113,45,3.6,647,1201,87.5,25,90,25.4
0,354.5,39.5,113,45,3.6,647,1201,87.5,25,90,29.9
0,335.7,59.3,113,45,3.6,647,1201,87.5,25,90,33.6
445.75,0,0,35.67,27.29,6.05,707.53,1313.97,0,70,7,27.79
401.12,44.57,0,35.67,27.29,6.05,707.53,1313.97,0,70,7,29.77
356.6,89.15,0,35.67,27.29,6.05,707.53,1313.97,0,70,7,29.86
312.03,133.72,0,35.67,27.29,6.05,707.53,1313.97,0,70,7,30.87
267.45,178.3,0,35.67,27.29,6.05,707.53,1313.97,0,70,7,31.54
222.88,222.88,0,35.67,27.29,6.05,707.53,1313.97,0,70,7,31.58
178.3,267.45,0,35.67,27.29,6.05,707.53,1313.97,0,70,7,27.98
133.73,301.77,0,35.67,27.29,6.05,707.53,1313.97,0,70,7,25.05
89.15,356.6,0,35.67,27.29,6.05,707.53,1313.97,0,70,7,22.85
44.58,401.17,0,35.67,27.29,6.05,707.53,1313.97,0,70,7,14.43
0,445.75,0,35.67,27.29,6.05,707.53,1313.97,0,70,7,15.69
445.75,0,0,35.67,27.29,6.05,707.53,1313.97,0,70,28,29.55
401.12,44.57,0,35.67,27.29,6.05,707.53,1313.97,0,70,28,31.45
356.6,89.15,0,35.67,27.29,6.05,707.53,1313.97,0,70,28,31.98
312.03,133.72,0,35.67,27.29,6.05,707.53,1313.97,0,70,28,32.57
267.45,178.3,0,35.67,27.29,6.05,707.53,1313.97,0,70,28,33.01
222.88,222.88,0,35.67,27.29,6.05,707.53,1313.97,0,70,28,33.39
178.3,267.45,0,35.67,27.29,6.05,707.53,1313.97,0,70,28,29.02
133.73,301.77,0,35.67,27.29,6.05,707.53,1313.97,0,70,28,26.54
89.15,356.6,0,35.67,27.29,6.05,707.53,1313.97,0,70,28,24.75
44.58,401.17,0,35.67,27.29,6.05,707.53,1313.97,0,70,28,23.06
0,445.75,0,35.67,27.29,6.05,707.53,1313.97,0,70,28,22.28
